"gapSize","method","rmse","sdRmse","error"
92,"locf",0.0404440463032431,0.00683363897076353,0.00205237778741657
92,"MAE",0.0384907502502658,0.00175815710710091,0.000528035298446462
92,"seadec",0.0231769612846052,0.00386489680855514,0.00116076198852066
92,"seasplit",0.0403015606725972,0.00280871157377176,0.000843553086420213
93,"ssa",0.0263714648406523,0.00496980913236182,0.00149260531827888
93,"stine",0.0378461931024899,0.0199932350173073,0.00600465895603729
93,"locf",0.0401583346186408,0.00579905802983144,0.00174165740087905
93,"MAE",0.0384777637841378,0.00177123917425931,0.000531964295012459
93,"seadec",0.0226762001478004,0.00344337655750724,0.00103416489963461
93,"seasplit",0.0404459161542181,0.00284707337981095,0.000855074461625555
94,"ssa",0.0262377764688972,0.00560215288708735,0.00168251998625632
94,"stine",0.0324130931527384,0.022690214840307,0.00681465513896658
94,"locf",0.0406178198457173,0.0122742423436134,0.00368637887532202
94,"MAE",0.0384700267576359,0.00180451323444587,0.000541957644429399
94,"seadec",0.0229042664410674,0.00645178391124749,0.00193769352541264
94,"seasplit",0.0404101150747032,0.00294602159533483,0.000884792027993131
95,"ssa",0.0255956238905153,0.00551615211470942,0.00165669098421447
95,"stine",0.0347435231525098,0.0237685231228751,0.00713850835635169
95,"locf",0.0394789822658877,0.00748889865003674,0.00224917489895315
95,"MAE",0.038453242219382,0.00168175647605315,0.000505089550393648
95,"seadec",0.0219234286655817,0.00348881192653773,0.00104781071009668
95,"seasplit",0.0402340226739632,0.00259629395841202,0.000779756740536925
96,"ssa",0.0258434315987652,0.00645968265993416,0.00194006579243205
96,"stine",0.038979578945712,0.0234684615033296,0.00704838948916453
96,"locf",0.0408221765659952,0.00718654843607916,0.00215836868782581
96,"MAE",0.0384798152519421,0.00172424477408679,0.000517850253656209
96,"seadec",0.0225209627954065,0.00403343727976782,0.00121138051268876
96,"seasplit",0.0403264591346782,0.00258428371477143,0.000776149649589502
97,"ssa",0.0258162682056827,0.00652401590320567,0.00195938728717999
97,"stine",0.0370659186938029,0.0249618289327363,0.0074968993027029
97,"locf",0.0399518581918185,0.00743203169448399,0.00223209578826062
97,"MAE",0.0384505910491384,0.00181599553715054,0.000545406176480957
97,"seadec",0.0220881767281197,0.00354769623657309,0.00106549570201109
97,"seasplit",0.0402677022931717,0.00279713534810952,0.000840076346060798
98,"ssa",0.0268267376884511,0.00593312858463004,0.00178192341870535
98,"stine",0.0422668522658058,0.0222217071102955,0.00667394608740234
98,"locf",0.0415579253811472,0.00803317128071792,0.00241263876678227
98,"MAE",0.0384472574473819,0.00185912699674016,0.000558360043370813
98,"seadec",0.0225172541458062,0.00526424484439548,0.00158103453114561
98,"seasplit",0.0400860197340263,0.00290183875786301,0.000871522396015181
99,"ssa",0.0271624974893091,0.00667333214349182,0.0020042321108786
99,"stine",0.0347773604032709,0.0244722884674142,0.00734987339434467
99,"locf",0.0395476979403284,0.00761763693612762,0.0022878394523329
99,"MAE",0.0383876266161693,0.00190950836041497,0.000573491306837951
99,"seadec",0.0215137210331183,0.0039714950477587,0.00119277712119816
99,"seasplit",0.0398767736084332,0.00301790534905331,0.000906381201790448
100,"ssa",0.0286920320979565,0.0050479444153099,0.00151607204220477
100,"stine",0.0338297782745575,0.0257025202342691,0.00771935448084479
100,"locf",0.0418369717283437,0.00948752551456947,0.00284943157034747
100,"MAE",0.0384012980961091,0.00190682318588349,0.000572684856191768
100,"seadec",0.022266834061207,0.00463089241565293,0.0013908169235256
100,"seasplit",0.0397578277013539,0.00301097006918358,0.00090429829773083
105,"ssa",0.0263823533745363,0.00817269607486174,0.00245454288104991
105,"stine",0.0332547316132714,0.0238104827904112,0.00715111029361924
105,"locf",0.0382459270987419,0.00536409219388378,0.00161102213849492
105,"MAE",0.0381573931529694,0.00203420140261854,0.000610940933773014
105,"seadec",0.0200421445003984,0.00281076969873924,0.000844171212426729
105,"seasplit",0.0395620957620203,0.00305595133195919,0.000917807724401684
120,"ssa",0.0190118774186382,0.00709108050671191,0.00212969637158518
120,"stine",0.0378489298728247,0.0240698604743156,0.00722901036988526
120,"locf",0.0407515705957411,0.00928036189544356,0.00278721318098363
120,"MAE",0.0380600248584311,0.00197480197566613,0.000593101234458496
120,"seadec",0.0198170249270228,0.00367399302025841,0.00110342698789945
120,"seasplit",0.0414827143694955,0.00338727251883424,0.00101731491922893
135,"ssa",0.0256182993009292,0.00265612512709658,0.000797726106804112
135,"stine",0.042562523681712,0.0290435688526092,0.00872278676638061
135,"locf",0.0412297225500339,0.00920452968716623,0.00276443814991966
135,"MAE",0.0376456920753309,0.00190186538017666,0.000571195855916723
135,"seadec",0.0194549251238626,0.00416925229482458,0.00125217045217674
135,"seasplit",0.0404662114899521,0.00273963448557165,0.000822806851208216
150,"ssa",0.0301987770458642,0.0025643936691985,0.000770175981987331
150,"stine",0.0522189524907363,0.0260326063682649,0.00781849074663897
150,"locf",0.0430166985079133,0.00817930899795034,0.00245652897023534
150,"MAE",0.0367825041165846,0.00192715238292664,0.000578790416146849
150,"seadec",0.0196202016385115,0.00261395355147822,0.000785060526221091
150,"seasplit",0.0402883298236458,0.00339034030567179,0.00101823628156441
165,"ssa",0.0320297189245574,0.00263718107550018,0.000792036553863656
165,"stine",0.0554000873278144,0.0280869392125262,0.0084354778475907
165,"locf",0.040627603759847,0.00739584726073323,0.00222122835315056
165,"MAE",0.0341964286207055,0.00186018566761962,0.000558677998797853
165,"seadec",0.0200366493973128,0.00232931433391287,0.00069957353897197
165,"seasplit",0.041833491606886,0.00348110336109164,0.00104549556167252
180,"ssa",0.0345798740902823,0.00266885573302114,0.000801549547423627
180,"stine",0.0451740946369001,0.0179651657802637,0.00539555972336507
180,"locf",0.0415330505825286,0.00612422223689403,0.00183931544203302
180,"MAE",0.0303277073168743,0.00185469893087138,0.000557030142264068
180,"seadec",0.0403236306902123,0.00725721278703603,0.00217959163286089
180,"seasplit",0.0426746214255141,0.00280882869129963,0.000843588260858566
195,"ssa",0.0352235504915467,0.00277406136158385,0.000833146431030896
195,"stine",0.0498924017974427,0.0214815197987977,0.0064516422748736
195,"locf",0.0425529097184131,0.00493579279391805,0.0014823890370662
195,"MAE",0.027678078136308,0.00181656911641921,0.000545578442144298
195,"seadec",0.0428202254683954,0.00482836784596689,0.00145012561520084
195,"seasplit",0.0429825935221841,0.00255023986281893,0.000765925105119954
210,"ssa",0.0360466012277531,0.00286829640053012,0.00086144846769937
210,"stine",0.061029273608111,0.0297569796876345,0.00893704867828034
210,"locf",0.0428982507691453,0.00521262904044795,0.00156553252263232
210,"MAE",0.0260920139484302,0.00178926177054891,0.000537377103101179
210,"seadec",0.043104052214008,0.00481339415660823,0.00144562849915961
210,"seasplit",0.0432788601204816,0.00233744273189073,0.000702014777604623
225,"ssa",0.0368014308913079,0.00277748744116529,0.000834175401051252
225,"stine",0.0564041074515231,0.0293328197723613,0.00880965880706479
225,"locf",0.0427175097613947,0.00616137970633385,0.00185047511336496
225,"MAE",0.0262853423085934,0.00175392670376796,0.000526764762225643
225,"seadec",0.0434735944718953,0.00534011915107419,0.00160382220581342
225,"seasplit",0.0435719486531176,0.00276794006817566,0.00083130799521727
240,"ssa",0.0376958808520704,0.00331264819125802,0.000994902656454504
240,"stine",0.0673811437080806,0.0336627076944135,0.0101100736857616
240,"locf",0.0427852119436421,0.00550385696542482,0.00165299832626273
240,"MAE",0.0294444332989678,0.00178845600683187,0.000537135104429341
240,"seadec",0.0432361995889401,0.0047400525223329,0.00142360147348214
240,"seasplit",0.0438816574541956,0.00340451119552144,0.00102249228918784
255,"ssa",0.0382498464349859,0.00337319249673979,0.00101308620233057
255,"stine",0.0756147385907715,0.0458532451238443,0.0137713130845469
255,"locf",0.0429492266450321,0.00582143451802372,0.00174837783307084
255,"MAE",0.0365350164528921,0.00214638999755541,0.000644635043344065
255,"seadec",0.0431769696125488,0.00515308838898416,0.00154765040871974
255,"seasplit",0.0439752744345415,0.00291067604790563,0.000874176539416967
270,"ssa",0.0378665296269257,0.00313084523428452,0.000940300949783221
270,"stine",0.0914170073046901,0.0593323932911147,0.0178195667909776
270,"locf",0.0572294126358096,0.0110906390460116,0.00333090192848538
270,"MAE",0.0485173723879466,0.00249565433677662,0.000749531186500167
270,"seadec",0.0424785822580862,0.00381693887179748,0.00114635856385149
270,"seasplit",0.0587658418434467,0.00518830496656313,0.00155822716319582
285,"ssa",0.0386371936861047,0.00329085582723455,0.000988357656923737
285,"stine",0.119651602652053,0.0601519908784938,0.0180657202518428
285,"locf",0.0617197178738798,0.0209581863402881,0.00629446716359655
285,"MAE",0.049671790899933,0.00252466146375823,0.000758243028514144
285,"seadec",0.0436312871218886,0.00940656694693764,0.00282511691652694
285,"seasplit",0.0578617620102888,0.00460785427805486,0.00138389777516672
300,"ssa",0.0389640829905153,0.00317360771719139,0.000953144000232378
300,"stine",0.11095940878933,0.0679953121364945,0.0204213405002
300,"locf",0.0604244034806686,0.0131362990455907,0.00394528427465632
300,"MAE",0.0503892454484123,0.0026139261148045,0.000785052286040429
300,"seadec",0.0424857503598575,0.00472524422191635,0.00141915402945205
300,"seasplit",0.0599429411334527,0.00589650467382428,0.00177092399345803
315,"ssa",0.0397978108491787,0.00363365267461498,0.00109131138892071
315,"stine",0.104012979457351,0.0688056308821167,0.0206647072044343
315,"locf",0.0605756940727702,0.0162515873590426,0.00488091294384438
315,"MAE",0.0501254007119514,0.00251703774048755,0.000755953361125349
315,"seadec",0.0423027159031128,0.00554854532036706,0.00166641978259545
315,"seasplit",0.0586682064035072,0.00482962518759289,0.00145050323831429
330,"ssa",0.0406742271475291,0.00360124906383032,0.00108157946552074
330,"stine",0.104181779232913,0.0721249715780796,0.021661619851182
330,"locf",0.0590073209833723,0.0114417255353684,0.00343634532625643
330,"MAE",0.0489833378579748,0.00247226186500415,0.000742505619351539
330,"seadec",0.0414437307196281,0.0036573441436821,0.001098426755283
330,"seasplit",0.0576427905360837,0.0040177722405915,0.00120667576042104
345,"ssa",0.0414049936018167,0.00342918302949051,0.00102990209298778
345,"stine",0.143236971350863,0.0970675082826667,0.0291527250315011
345,"locf",0.058455118187757,0.0156913688606766,0.00471265998124781
345,"MAE",0.0464231943898968,0.00247193516380806,0.000742407499699499
345,"seadec",0.0416340483900071,0.00577565651989064,0.00173462911925633
345,"seasplit",0.060434876573661,0.00494612313617345,0.00148549159561108
360,"ssa",0.0474254165385356,0.00386032269063319,0.00115938822293834
360,"stine",0.140818962695643,0.079286454015468,0.0238124603539292
360,"locf",0.0601815312138236,0.00774007784719108,0.00232461268650767
360,"MAE",0.0427559244477954,0.00247768919697457,0.000744135634578957
360,"seadec",0.06071020124172,0.00640047913737334,0.00192228492997202
360,"seasplit",0.0607502247873492,0.00434746965510957,0.00130569528033137
375,"ssa",0.0463468448411858,0.00377660616197707,0.00113424525817411
375,"stine",0.131766798455565,0.0887540308591001,0.0266559006494529
375,"locf",0.0589457583858187,0.00885392540247175,0.00265913957486198
375,"MAE",0.0400802183599336,0.0024104242873967,0.000723933659192077
375,"seadec",0.0596346817508194,0.00723884742200552,0.00217407587948151
375,"seasplit",0.0605395961902779,0.00368108859841665,0.00110555803507112
390,"ssa",0.0468196632763185,0.00392811621970225,0.00117974896101467
390,"stine",0.146146473786654,0.0936508810128519,0.0281265938667659
390,"locf",0.0611693014005727,0.0077815701481447,0.00233707425744964
390,"MAE",0.0385801680617862,0.0023866178304833,0.00071678375800836
390,"seadec",0.0611601393825364,0.00678127917431378,0.00203665233226056
390,"seasplit",0.0606023946414475,0.00443538607038109,0.00133209961609224
405,"ssa",0.0479214139566257,0.00397952826442669,0.00119518977359631
405,"stine",0.155862729216934,0.092915369927707,0.0279056944865077
405,"locf",0.0628923221470652,0.00803576569372622,0.00241341795860853
405,"MAE",0.0386866425310277,0.00243660121612181,0.000731795494926749
405,"seadec",0.0622381039590137,0.00737365183893474,0.00221456230145008
405,"seasplit",0.0609226895304893,0.00382736004837883,0.00114948840308148
420,"ssa",0.0487515856818928,0.00424799509221152,0.00127581963366956
420,"stine",0.195193437825673,0.121583668561506,0.0365157746459604
420,"locf",0.066145345052816,0.0140944853689291,0.00423306071918896
420,"MAE",0.0423559013427496,0.0025205521120907,0.000757008848289053
420,"seadec",0.0630940084435053,0.00636380433523694,0.00191127022030054
420,"seasplit",0.0620935093203009,0.00467125305707424,0.00140293861802737
435,"ssa",0.0488865266323932,0.00405217308873451,0.00121700752317571
435,"stine",0.182819508799156,0.115456877315978,0.034675687641912
435,"locf",0.0612654466124401,0.00934281252356193,0.00280596926138366
435,"MAE",0.0514361537023201,0.00278918594585955,0.000837688866026973
435,"seadec",0.0604474360582459,0.00689025586683134,0.0020693817966098
435,"seasplit",0.0612289089510954,0.00366559457030321,0.00110090464333157
450,"ssa",0.0475890802102142,0.00373871134516277,0.0011228641359608
450,"stine",0.198111405000586,0.148009228041232,0.0444522827828815
450,"locf",0.0698219184964803,0.0111021780441114,0.00333436748812212
450,"MAE",0.0665107164254608,0.00325446801077095,0.000977429138961056
450,"seadec",0.0550379574473229,0.00421481674536914,0.0012658550302754
450,"seasplit",0.0716602065674771,0.00575553682987652,0.00172858648149754
465,"ssa",0.0479408489754874,0.00401148919963735,0.0012047887462333
465,"stine",0.181907965165866,0.152107501912137,0.0456831359630655
465,"locf",0.0731768279870248,0.0196600605127461,0.00590459514590328
465,"MAE",0.0714404381470731,0.00340815367118813,0.00102358625042599
465,"seadec",0.0562054712651487,0.00761690892124818,0.0022876208043221
465,"seasplit",0.0741810236832217,0.00809522772246703,0.0024312764594021
480,"ssa",0.0478852316240656,0.00399761793536775,0.00120062272651933
480,"stine",0.187894988836845,0.180879854568298,0.0543244671390121
480,"locf",0.0721266137788116,0.0160960930603025,0.00483421263582848
480,"MAE",0.0758574227802881,0.00370564533190184,0.00111293327022067
480,"seadec",0.054906181281499,0.00612653884407797,0.001840011199176
480,"seasplit",0.0729981768915221,0.00635516374462295,0.00190867515253033
495,"ssa",0.04852629748993,0.00420576580848618,0.00126313672134902
495,"stine",0.182238340080499,0.170158875481725,0.051104586862811
495,"locf",0.0682032058704809,0.0100661899305933,0.00302322447905931
495,"MAE",0.0801639231091915,0.00380095198872208,0.00114155715074577
495,"seadec",0.0539816330505225,0.00385170600118674,0.00115680033351419
495,"seasplit",0.073250220362797,0.00617410237638418,0.00185429617056737
510,"ssa",0.0490441143600799,0.00432031365614449,0.00129753939599076
510,"stine",0.257633817139327,0.185925949982972,0.0558399838624692
510,"locf",0.077672460874999,0.024541360425812,0.00737061808889986
510,"MAE",0.0848241255252161,0.00400220215175623,0.00120199952501991
510,"seadec",0.0564556543682423,0.00910633948671689,0.00273494824165755
510,"seasplit",0.0741328642743124,0.00650493155226902,0.00195365559750232
525,"ssa",0.0499224109338188,0.00469309107150398,0.0014094973279517
525,"stine",0.260906335066372,0.221720588281759,0.0665903499364373
525,"locf",0.0750373667086745,0.0179434492540617,0.00538903750055118
525,"MAE",0.0897600150081112,0.00430108972780538,0.00129176578639873
525,"seadec",0.0553516936131324,0.0066006169620245,0.00198239323061437
525,"seasplit",0.0739411862683164,0.00450865747983952,0.00135410555083192
540,"ssa",0.0667362446073466,0.00663090406301727,0.00199148949302869
540,"stine",0.266723361122197,0.16258973504071,0.0488313125828207
540,"locf",0.0728452808751994,0.0110106893303233,0.00330689026774492
540,"MAE",0.0961097449006415,0.00478983032196639,0.00143855146582317
540,"seadec",0.073706126632824,0.00912882539953886,0.00274170153784469
540,"seasplit",0.0741737795189116,0.00483311987045313,0.00145155281226854
555,"ssa",0.0650402205293512,0.00613255601685227,0.00184181836396739
555,"stine",0.345223150263918,0.176970327047161,0.0531503010061502
555,"locf",0.0766478884675845,0.0107606364486632,0.0032317907516314
555,"MAE",0.111439071612405,0.00562302664865773,0.00168878909774585
555,"seadec",0.0762381762474343,0.00885854730138725,0.00266052769072681
555,"seasplit",0.0739728617040933,0.00491609966815346,0.00147647451128324
570,"ssa",0.0662387423570077,0.0056581886934508,0.00169934947414299
570,"stine",0.320392515954069,0.199071207565069,0.0597879586950279
570,"locf",0.0730127425093369,0.00921575551833584,0.00276780965471182
570,"MAE",0.128155566789704,0.00648916108355142,0.00194891918110227
570,"seadec",0.0738053250090139,0.00789383351676494,0.00237079082414017
570,"seasplit",0.0750261630274659,0.00465851207000314,0.00139911205959102
585,"ssa",0.067117335936761,0.0054377998445728,0.00163315909154205
585,"stine",0.324602476114672,0.239698506841415,0.0719897397598799
585,"locf",0.0755810048315581,0.00858145671610342,0.00257730781844912
585,"MAE",0.146237739041339,0.00732050225273707,0.00219859964515683
585,"seadec",0.0757074246369541,0.00825160717519091,0.00247824260972875
585,"seasplit",0.0741452018040965,0.0045314418858377,0.00136094849482855
600,"ssa",0.0674196072905978,0.00594292134557175,0.00178486452301598
600,"stine",0.403174495278196,0.247133535767492,0.0742227357202993
600,"locf",0.0742995600343076,0.0102268419543354,0.00307147383001897
600,"MAE",0.16564230889482,0.00835821630172655,0.00251026101224806
600,"seadec",0.0748186025314324,0.00919424135464852,0.00276134820834984
600,"seasplit",0.0750118276322188,0.00482213685538109,0.0014482542335363
615,"ssa",0.0683008322161225,0.00578742787700259,0.00173816446432909
615,"stine",0.34160619485002,0.26471079785916,0.0795017945694544
615,"locf",0.0769220953518759,0.00932820494356736,0.00280158210062831
615,"MAE",0.186643254394815,0.00923384971606,0.00277324396718414
615,"seadec",0.0764641864501469,0.00866442055503098,0.00260222472449321
615,"seasplit",0.0746605016849616,0.00483095840991924,0.00145090365102266
630,"ssa",0.0682036024897109,0.00435296301046569,0.00130734512466168
630,"stine",0.315147143757948,0.27123955744215,0.0814626065474999
630,"locf",0.0844064523051984,0.0160082702300367,0.00480783640687685
630,"MAE",0.209316734553648,0.0103107970308072,0.00309668843893067
630,"seadec",0.0662395331756284,0.0063508301178675,0.00190737361475084
630,"seasplit",0.0833312530040047,0.0071736767997276,0.00215450289089848
645,"ssa",0.0678506542290381,0.00469195071688725,0.00140915484007736
645,"stine",0.345553371227577,0.307025369216107,0.0922103217112311
645,"locf",0.0868924731960761,0.0150541562820677,0.00452128303730996
645,"MAE",0.224207842618809,0.0109042915169458,0.00327493532986483
645,"seadec",0.0665236884830407,0.00565271374423044,0.00169770515781092
645,"seasplit",0.083978506811215,0.00835097923762808,0.00250808747196223
660,"ssa",0.0672522963835015,0.00422993700882454,0.00127039616757992
660,"stine",0.40881444772181,0.337970908748186,0.101504335958543
660,"locf",0.082986764291256,0.0204922923361413,0.00615454310417634
660,"MAE",0.238960629714985,0.0115191686217725,0.00345960415965469
660,"seadec",0.0658223892070966,0.00712601692122085,0.0021401889834157
660,"seasplit",0.0825868340859702,0.00651713437963573,0.00195732052799371
